config_file,diameter,num_messages,num_robots,occupancy,real_diameter,simulator_time_us,trial
random_650_80_5.xml,22,20974,650,80,24,361077,5
random_650_80_6.xml,23,21787,650,80,23,359445,6
random_650_80_7.xml,25,21230,650,80,25,370059,7
random_650_80_8.xml,24,21631,650,80,24,376186,8
random_650_80_9.xml,21,21324,650,80,24,358112,9
random_700_20_0.xml,19,21879,700,20,22,315242,0
random_700_20_1.xml,24,22308,700,20,24,380898,1
random_700_20_2.xml,25,21928,700,20,25,402254,2
random_700_20_3.xml,26,21319,700,20,26,399066,3
random_700_20_4.xml,27,21718,700,20,27,400442,4
random_700_20_5.xml,20,21947,700,20,22,327681,5
random_700_20_6.xml,23,21954,700,20,23,373252,6
random_700_20_7.xml,22,21936,700,20,24,356589,7
random_700_20_8.xml,21,22062,700,20,22,338279,8
random_700_20_9.xml,22,21325,700,20,23,336670,9
random_700_40_0.xml,22,22045,700,40,22,347385,0
random_700_40_1.xml,22,22316,700,40,22,342810,1
random_700_40_2.xml,24,21993,700,40,24,397816,2
random_700_40_3.xml,24,22095,700,40,24,359336,3
random_700_40_4.xml,26,21366,700,40,26,396119,4
random_700_40_5.xml,20,21933,700,40,22,341389,5
random_700_40_6.xml,21,22012,700,40,24,339665,6
random_700_40_7.xml,22,21778,700,40,24,364185,7
random_700_40_8.xml,25,21608,700,40,25,406879,8
random_700_40_9.xml,24,22131,700,40,24,370201,9
random_700_60_0.xml,22,22419,700,60,26,386747,0
random_700_60_1.xml,20,22653,700,60,23,345974,1
random_700_60_2.xml,24,22930,700,60,24,370139,2
random_700_60_3.xml,22,22239,700,60,25,350399,3
random_700_60_4.xml,22,22700,700,60,23,339654,4
random_700_60_5.xml,22,22749,700,60,22,351957,5
random_700_60_6.xml,24,22659,700,60,24,380752,6
random_700_60_7.xml,21,22732,700,60,24,348947,7
random_700_60_8.xml,20,22813,700,60,22,341263,8
random_700_60_9.xml,23,22450,700,60,23,373391,9
random_700_80_0.xml,23,22979,700,80,23,377995,0
random_700_80_1.xml,22,23339,700,80,22,342679,1
random_700_80_2.xml,24,23633,700,80,24,380783,2
random_700_80_3.xml,22,23393,700,80,22,365720,3
random_700_80_4.xml,27,23242,700,80,27,422004,4
random_700_80_5.xml,20,23689,700,80,21,332190,5
random_700_80_6.xml,23,23473,700,80,23,368630,6
random_700_80_7.xml,21,23517,700,80,23,344351,7
random_700_80_8.xml,27,23403,700,80,27,415870,8
random_700_80_9.xml,21,23565,700,80,23,341283,9
random_750_20_0.xml,25,23559,750,20,25,382362,0
random_750_20_1.xml,22,23841,750,20,23,361110,1
random_750_20_2.xml,23,23572,750,20,23,377839,2
random_750_20_3.xml,22,23396,750,20,22,359689,3
random_750_20_4.xml,22,23652,750,20,23,370412,4
random_750_20_5.xml,23,23188,750,20,23,377814,5
random_750_20_6.xml,22,23538,750,20,25,356563,6
random_750_20_7.xml,24,23416,750,20,24,388501,7
random_750_20_8.xml,19,23590,750,20,22,358019,8
random_750_20_9.xml,23,23380,750,20,24,362653,9
random_750_40_0.xml,22,23890,750,40,24,354983,0
random_750_40_1.xml,21,23951,750,40,22,344386,1
random_750_40_2.xml,23,23236,750,40,24,377843,2
random_750_40_3.xml,26,23158,750,40,28,401892,3
random_750_40_4.xml,23,23781,750,40,23,382452,4
random_750_40_5.xml,23,23347,750,40,23,362562,5
random_750_40_6.xml,22,23981,750,40,23,342825,6
random_750_40_7.xml,23,23856,750,40,23,344240,7
random_750_40_8.xml,25,23956,750,40,25,374695,8
random_750_40_9.xml,23,23908,750,40,23,367151,9
random_750_60_0.xml,21,24340,750,60,22,371847,0
random_750_60_1.xml,20,24333,750,60,22,336784,1
random_750_60_2.xml,22,24739,750,60,23,365732,2
random_750_60_3.xml,20,24844,750,60,24,327709,3
random_750_60_4.xml,23,24580,750,60,23,373229,4
random_750_60_5.xml,22,24704,750,60,23,344343,5
random_750_60_6.xml,22,24304,750,60,23,361083,6
random_750_60_7.xml,22,24578,750,60,23,354985,7
random_750_60_8.xml,25,24633,750,60,25,391545,8
random_750_60_9.xml,23,24597,750,60,23,382420,9
random_750_80_0.xml,22,25842,750,80,23,361120,0
random_750_80_1.xml,24,24917,750,80,25,385366,1
random_750_80_2.xml,22,25425,750,80,24,361055,2
random_750_80_3.xml,22,25557,750,80,23,383963,3
random_750_80_4.xml,20,25535,750,80,25,338181,4
random_750_80_5.xml,24,25287,750,80,24,394700,5
random_750_80_6.xml,24,25638,750,80,24,385379,6
random_750_80_7.xml,24,25398,750,80,27,390020,7
random_750_80_8.xml,20,25341,750,80,24,332227,8
random_750_80_9.xml,19,25258,750,80,23,315404,9
random_800_20_0.xml,22,25123,800,20,22,350370,0
random_800_20_1.xml,22,25489,800,20,22,347274,1
random_800_20_2.xml,23,25526,800,20,23,377855,2
random_800_20_3.xml,24,25495,800,20,24,370203,3
random_800_20_4.xml,23,25526,800,20,24,370275,4
random_800_20_5.xml,24,25241,800,20,25,390125,5
random_800_20_6.xml,21,25170,800,20,22,344507,6
random_800_20_7.xml,29,25136,800,20,29,429467,7
random_800_20_8.xml,22,25026,800,20,24,351969,8
random_800_20_9.xml,25,25226,800,20,25,393060,9
random_800_40_0.xml,25,25194,800,40,25,387007,0
random_800_40_1.xml,23,25589,800,40,23,373260,1
random_800_40_2.xml,24,25607,800,40,24,374697,2
random_800_40_3.xml,23,25769,800,40,23,387072,3
random_800_40_4.xml,19,26005,800,40,22,355062,4
random_800_40_5.xml,22,25716,800,40,22,361202,5
random_800_40_6.xml,21,25715,800,40,24,353517,6
random_800_40_7.xml,23,25321,800,40,23,379526,7
random_800_40_8.xml,21,25793,800,40,24,344379,8
random_800_40_9.xml,23,25336,800,40,25,376302,9
random_800_60_0.xml,21,26001,800,60,23,348939,0
random_800_60_1.xml,22,26161,800,60,23,351831,1
random_800_60_2.xml,20,25696,800,60,24,342870,2
random_800_60_3.xml,20,26587,800,60,22,319711,3
random_800_60_4.xml,23,25941,800,60,23,358051,4
random_800_60_5.xml,22,25669,800,60,22,370230,5
random_800_60_6.xml,22,26640,800,60,22,339631,6
random_800_60_7.xml,24,25960,800,60,24,389980,7
random_800_60_8.xml,26,25627,800,60,26,399017,8
random_800_60_9.xml,24,25257,800,60,24,394615,9
random_800_80_0.xml,23,27218,800,80,23,364030,0
random_800_80_1.xml,24,27622,800,80,24,380777,1
random_800_80_2.xml,25,27431,800,80,25,388332,2
random_800_80_3.xml,25,27741,800,80,25,415956,3
random_800_80_4.xml,23,27529,800,80,25,391562,4
random_800_80_5.xml,24,27320,800,80,25,385371,5
random_800_80_6.xml,23,27492,800,80,25,368636,6
random_800_80_7.xml,26,27338,800,80,26,409683,7
random_800_80_8.xml,22,27587,800,80,26,365737,8
random_800_80_9.xml,24,27698,800,80,24,367019,9
random_850_20_0.xml,23,26780,850,20,24,393348,0
random_850_20_1.xml,21,27010,850,20,25,357736,1
random_850_20_2.xml,27,26909,850,20,27,401955,2
random_850_20_3.xml,25,26972,850,20,25,397650,3
random_850_20_4.xml,24,27128,850,20,24,370138,4
random_850_20_5.xml,22,27202,850,20,22,347367,5
random_850_20_6.xml,26,27036,850,20,26,392941,6
random_850_20_7.xml,22,26759,850,20,22,365714,7
random_850_20_8.xml,25,26987,850,20,25,385452,8
random_850_20_9.xml,24,27165,850,20,26,408219,9
random_850_40_0.xml,26,27233,850,40,26,417403,0
random_850_40_1.xml,25,27674,850,40,25,389886,1
random_850_40_2.xml,23,27095,850,40,23,357994,2
random_850_40_3.xml,24,27463,850,40,24,376190,3
random_850_40_4.xml,24,27784,850,40,25,376209,4
random_850_40_5.xml,25,27471,850,40,25,400810,5
random_850_40_6.xml,24,27160,850,40,25,374714,6
random_850_40_7.xml,20,27395,850,40,22,352157,7
random_850_40_8.xml,25,27853,850,40,25,402276,8
random_850_40_9.xml,21,27669,850,40,23,358121,9
random_850_60_0.xml,24,28221,850,60,24,399244,0
random_850_60_1.xml,22,27988,850,60,22,356477,1
random_850_60_2.xml,25,27933,850,60,25,402308,2
random_850_60_3.xml,20,27667,850,60,27,335272,3
random_850_60_4.xml,24,28086,850,60,24,367174,4
random_850_60_5.xml,23,27513,850,60,26,371730,5
random_850_60_6.xml,21,27477,850,60,25,348981,6
random_850_60_7.xml,25,27709,850,60,25,406819,7
random_850_60_8.xml,24,27308,850,60,25,388473,8
random_850_60_9.xml,24,28265,850,60,24,377729,9
random_850_80_0.xml,24,28492,850,80,24,399184,0
random_850_80_1.xml,22,28422,850,80,24,365724,1
random_850_80_2.xml,23,28921,850,80,26,387046,2
random_850_80_3.xml,22,28236,850,80,24,382454,3
random_850_80_4.xml,24,28288,850,80,25,412884,4
random_850_80_5.xml,20,28549,850,80,22,353550,5
random_850_80_6.xml,24,28394,850,80,24,394611,6
random_850_80_7.xml,25,28188,850,80,26,391450,7
random_850_80_8.xml,26,28801,850,80,26,412880,8
random_850_80_9.xml,25,28826,850,80,25,392972,9
random_900_20_0.xml,26,28479,900,20,26,398990,0
random_900_20_1.xml,23,28570,900,20,24,383965,1
random_900_20_2.xml,24,28448,900,20,27,396261,2
random_900_20_3.xml,24,28657,900,20,24,403949,3
random_900_20_4.xml,24,28909,900,20,24,385537,4
random_900_20_5.xml,22,28710,900,20,25,351927,5
random_900_20_6.xml,21,28630,900,20,25,341428,6
random_900_20_7.xml,25,28316,900,20,25,380861,7
random_900_20_8.xml,25,28718,900,20,25,391486,8
random_900_20_9.xml,23,28889,900,20,23,373214,9
random_900_40_0.xml,21,29124,900,40,24,344334,0
random_900_40_1.xml,25,28929,900,40,27,400758,1
random_900_40_2.xml,24,28936,900,40,25,367026,2
random_900_40_3.xml,29,29314,900,40,29,427867,3
random_900_40_4.xml,24,28958,900,40,25,394538,4
random_900_40_5.xml,21,28948,900,40,24,339858,5
random_900_40_6.xml,25,29115,900,40,25,388396,6
random_900_40_7.xml,24,29241,900,40,25,368474,7
random_900_40_8.xml,24,28572,900,40,24,394610,8
random_900_40_9.xml,26,28690,900,40,26,412815,9
random_900_60_0.xml,25,30046,900,60,25,391432,0
random_900_60_1.xml,22,29638,900,60,27,356508,1
random_900_60_2.xml,23,29635,900,60,24,345675,2
random_900_60_3.xml,23,29882,900,60,23,373222,3
random_900_60_4.xml,25,29768,900,60,25,374590,4
random_900_60_5.xml,21,29755,900,60,25,367425,5
random_900_60_6.xml,24,29723,900,60,24,390036,6
random_900_60_7.xml,23,30058,900,60,25,377844,7
random_900_60_8.xml,24,29836,900,60,25,389961,8
random_900_60_9.xml,23,29750,900,60,25,359443,9
random_900_80_0.xml,24,30394,900,80,24,376365,0
random_900_80_1.xml,25,30575,900,80,25,406744,1
random_900_80_2.xml,23,30346,900,80,25,373361,2
random_900_80_3.xml,20,30271,900,80,26,385835,3
random_900_80_4.xml,23,30587,900,80,24,382452,4
random_900_80_5.xml,22,30569,900,80,27,374802,5
random_900_80_6.xml,21,30154,900,80,27,367202,6
random_900_80_7.xml,23,30663,900,80,23,364084,7
random_900_80_8.xml,26,30819,900,80,26,428105,8
random_900_80_9.xml,25,30253,900,80,25,393072,9
random_950_20_0.xml,23,30520,950,20,26,362646,0
random_950_20_1.xml,25,30062,950,20,25,377765,1
random_950_20_2.xml,23,30574,950,20,24,382549,2
random_950_20_3.xml,24,30972,950,20,24,380810,3
random_950_20_4.xml,27,30550,950,20,27,420480,4
random_950_20_5.xml,28,30568,950,20,28,443229,5
random_950_20_6.xml,24,30463,950,20,25,383872,6
random_950_20_7.xml,24,30573,950,20,24,379384,7
random_950_20_8.xml,19,30914,950,20,26,310935,8
random_950_20_9.xml,24,30283,950,20,27,385134,9
random_950_40_0.xml,21,31453,950,40,24,371591,0
random_950_40_1.xml,24,30619,950,40,25,365557,1
random_950_40_2.xml,26,30355,950,40,26,403674,2
random_950_40_3.xml,27,31216,950,40,27,397400,3
random_950_40_4.xml,22,31243,950,40,24,359570,4
random_950_40_5.xml,27,30979,950,40,27,417256,5
random_950_40_6.xml,23,30620,950,40,23,367163,6
random_950_40_7.xml,23,30732,950,40,25,368787,7
random_950_40_8.xml,25,31312,950,40,26,409692,8
random_950_40_9.xml,26,30326,950,40,26,422003,9
random_950_60_0.xml,25,32144,950,60,25,397668,0
random_950_60_1.xml,26,31234,950,60,26,409724,1
random_950_60_2.xml,24,31436,950,60,26,373203,2
random_950_60_3.xml,25,31540,950,60,25,409847,3
random_950_60_4.xml,23,31850,950,60,24,368668,4
random_950_60_5.xml,27,31367,950,60,27,425016,5
random_950_60_6.xml,22,31817,950,60,25,359216,6
random_950_60_7.xml,24,31809,950,60,24,393098,7
random_950_60_8.xml,24,31661,950,60,24,370227,8
random_950_60_9.xml,21,31888,950,60,24,373362,9
random_950_80_0.xml,26,32213,950,80,26,412941,0
random_950_80_1.xml,27,31910,950,80,27,424994,1
random_950_80_2.xml,27,32101,950,80,27,435684,2
random_950_80_3.xml,26,32437,950,80,26,428201,3
random_950_80_4.xml,23,32378,950,80,26,368768,4
random_950_80_5.xml,22,32644,950,80,23,338200,5
random_950_80_6.xml,25,32578,950,80,25,411340,6
random_950_80_7.xml,27,32374,950,80,27,435649,7
random_950_80_8.xml,25,32577,950,80,26,396063,8
random_950_80_9.xml,24,32589,950,80,24,390021,9
